scenario,n_cores,cpus,loads,baseline_runs,schedule_runs,baseline_tok_s,schedule_tok_s,speedup_vs_baseline,baseline_tok_s_median,schedule_tok_s_median,speedup_vs_baseline_median,baseline_decode_ms,schedule_decode_ms,baseline_decode_ms_median,schedule_decode_ms_median,mode,offload_m,p,major_cpus,minor_cpus,clipped_layers,max_rate,estimated_total_ms,estimated_speedup
2c_asym_low_high,2,"60,61","20,80",3,3,10.784806666666666,10.784806666666666,1.0,10.68,10.68,1.0,93.2496,93.2496,93.6325,93.6325,baseline_no_svd,28,0,,,0,0.0,112.65980793755944,0.761343832998
2c_balanced_mid,2,"60,61","50,50",3,3,9.75045,9.75045,1.0,9.50643,9.50643,1.0,102.87063333333333,102.87063333333333,105.192,105.192,baseline_no_svd,28,0,,,0,0.0,83.05716824890573,1.04770367007
2c_high,2,"60,61","80,100",3,3,11.5251,11.5251,1.0,11.9547,11.9547,1.0,87.03023333333333,87.03023333333333,83.6494,83.6494,baseline_no_svd,28,0,,,0,0.0,88.31035792188065,1.0106505748618
2c_idle_saturated,2,"60,61","0,100",3,3,11.371566666666666,11.371566666666666,1.0,11.3811,11.3811,1.0,87.9406,87.9406,87.865,87.865,baseline_no_svd,28,0,,,0,0.0,108.99348872898332,2.4329641164104205
4c_balanced_high,4,"60,61,62,63","20,40,60,80",3,3,13.730036666666669,13.730036666666669,1.0,18.0552,18.0552,1.0,168.43886666666666,168.43886666666666,55.3859,55.3859,baseline_no_svd,28,0,,,0,0.0,58.539098263730345,0.8865796457298
4c_front_hot,4,"60,61,62,63","90,70,20,0",3,3,20.0212,12.119133333333336,0.6053150327319708,21.0661,16.2295,0.7704083812381031,50.346466666666664,136.9429,47.4696,61.6162,major_only_no_svd,28,3,"61,62,63",60,0,0.0,61.054161146352925,0.9681581875854001
4c_gradient,4,"60,61,62,63","0,20,60,100",3,3,11.273772666666666,11.273772666666666,1.0,15.8776,15.8776,1.0,877.2654000000001,877.2654000000001,62.9817,62.9817,baseline_no_svd,28,0,,,0,0.0,59.54046667817782,6.902361149121201
4c_high,4,"60,61,62,63","70,80,90,100",3,3,16.3412,16.3412,1.0,16.2581,16.2581,1.0,61.32983333333334,61.32983333333334,61.508,61.508,baseline_no_svd,28,0,,,0,0.0,59.523455217528465,1.151040539391
8c_high,8,"60,61,62,63,64,65,66,67","30,40,50,60,70,80,90,100",3,3,22.443833333333334,17.264570000000003,0.7692344593540914,22.7634,23.9704,1.0530237135050124,44.953633333333336,179.3026,43.9301,41.7181,major_only_no_svd,28,7,"60,61,62,63,64,65,66",67,0,0.0,40.73087481772934,1.1061310664603998
