scenario,n_cores,cpus,loads,calibration_baseline_tok_s,calibration_best_policy,calibration_best_tok_s,calibration_best_speedup,selected_policy,validation_baseline_tok_s,validation_scheduler_tok_s,validation_speedup
2c_balanced_mid,2,"60,61","50,50",9.73733,trunc_even_0.8,10.8839,1.1177499376112343,trunc_even_0.8,11.9518,13.0128,1.0887732391773624
4c_gradient,4,"60,61,62,63","0,20,60,100",11.453254999999999,trunc_even_0.6,19.40285,1.6940904572542916,trunc_even_0.6,18.3049,21.0806,1.151636993373359
