scenario,loads,baseline_tok_s,selected_policy,selected_detail,selected_tok_s,speedup_vs_baseline,ppl,ppl_note
8c_all_100,"100,100,100,100,100,100,100,100",25.006,edge_end_no_svd,"M=0;Phone=[0,28);PC=empty",31.3177,1.2524074222186674,15.1424,no-SVD selected path; same as Q4 baseline ctx128 sanity
8c_all_80,"80,80,80,80,80,80,80,80",24.3876,edge_end_no_svd,"M=0;Phone=[0,28);PC=empty",59.4275,2.4367916482146668,15.1424,no-SVD selected path; same as Q4 baseline ctx128 sanity
8c_all_90,"90,90,90,90,90,90,90,90",24.7791,edge_end_no_svd,"M=0;Phone=[0,28);PC=empty",57.6429,2.3262709299369226,15.1424,no-SVD selected path; same as Q4 baseline ctx128 sanity
8c_alt_hi,"80,100,80,100,90,100,90,100",24.9247,edge_end_no_svd,"M=0;Phone=[0,28);PC=empty",61.3778,2.462529137762942,15.1424,no-SVD selected path; same as Q4 baseline ctx128 sanity
8c_back_hot,"80,80,90,90,100,100,100,100",25.9027,edge_end_no_svd,"M=0;Phone=[0,28);PC=empty",60.7169,2.3440374941608404,15.1424,no-SVD selected path; same as Q4 baseline ctx128 sanity
8c_front_hot,"100,100,100,100,90,90,80,80",21.9225,edge_end_no_svd,"M=0;Phone=[0,28);PC=empty",58.0954,2.6500353518075035,15.1424,no-SVD selected path; same as Q4 baseline ctx128 sanity
8c_mixed_hi,"80,90,100,100,80,90,100,100",25.538,edge_end_no_svd,"M=0;Phone=[0,28);PC=empty",59.4246,2.3269089200407236,15.1424,no-SVD selected path; same as Q4 baseline ctx128 sanity
8c_ramp_hi,"80,90,90,100,100,100,100,100",25.8411,edge_end_no_svd,"M=0;Phone=[0,28);PC=empty",46.6954,1.8070205989683101,15.1424,no-SVD selected path; same as Q4 baseline ctx128 sanity
