scenario,n_cores,cpus,loads,runs,selected_policies,baseline_tok_s_median,scheduler_tok_s_median,speedup_median,speedup_min,speedup_max,in_band_runs,fallback_runs
4c_balanced_high,4,"60,61,62,63","20,40,60,80",5,"all_0.1,all_0.3,all_0.5,trunc_even_0.8",19.2888,22.0857,1.1134273049229542,1.0450564269997868,1.1577029156816392,4,0
4c_gradient,4,"60,61,62,63","0,20,60,100",5,"all_0.1,all_0.2,trunc_even_0.8",15.2839,18.3717,1.1739847979659062,1.0994685651258396,2.302720602558275,2,0
8c_high,8,"60,61,62,63,64,65,66,67","30,40,50,60,70,80,90,100",5,"all_0.35,all_0.45",28.0386,32.3988,1.1565161299177207,1.1510502047393498,1.2528106838784159,4,0
