truncation,keep_ratio,status,forward_ms_mean,forward_ms_median,images_s,speedup,correct,total,bad,top1
0.0,1.0,ok,45.1314,45.1314,22.157522257231108,1.0,3,4,0,0.75
0.8,0.19999999999999996,ok,42.2331,42.2331,23.678110297373387,1.0686262670748772,0,4,0,0.0
