status,load_pct,split_m,repeat,tokens,threads,generated,steady_decode_ms,steady_throughput,steady_ms_per_token,prefix_decode_ms,server_decode_ms,network_wait_ms,requests,send_bytes,recv_bytes,send_ms,recv_header_ms,roundtrip_ms,server_requests,header_wait_ms,payload_recv_ms,server_final_decode_ms,server_send_ms,port,client_log,server_log
ok,0,8,0,64,8,64,3258.81,19.6391,50.9189,791.312,1554.65,912.274,64,395008,2048,6.94698,2459.97,2466.92,64,1598.54,77.3503,1554.65,5.89755,18400,load0_split8_r0_client.log,load0_split8_r0_server.log
ok,0,12,0,64,8,64,3005.1,21.2971,46.9547,951.087,1122.78,930.82,64,395008,2048,4.36219,2049.24,2053.6,64,1779.98,74.5256,1122.78,5.47453,18401,load0_split12_r0_client.log,load0_split12_r0_server.log
ok,0,16,0,64,8,64,3871.61,16.5306,60.4939,1277.13,1550.29,1043.64,64,395008,2048,5.32,2588.61,2593.93,64,2151.21,131.912,1550.29,5.9175,18402,load0_split16_r0_client.log,load0_split16_r0_server.log
ok,0,20,0,64,8,64,3427.69,18.6715,53.5577,1489.8,1019.85,917.572,64,395008,2048,5.03059,1932.39,1937.42,64,2322.6,59.1778,1019.85,5.17698,18403,load0_split20_r0_client.log,load0_split20_r0_server.log
ok,50,8,0,64,8,64,94683.9,0.675933,1479.44,77478.5,2929.52,14275.4,64,395008,2048,3.17107,17201.7,17204.9,64,69057.0,2599.59,2929.52,7.1237,18404,load50_split8_r0_client.log,load50_split8_r0_server.log
ok,50,12,0,64,8,64,128298.0,0.49884,2004.65,111349.0,3617.21,13330.9,64,395008,2048,3.16342,16945.0,16948.1,64,91036.6,4435.49,3617.21,6.81193,18405,load50_split12_r0_client.log,load50_split12_r0_server.log
ok,50,16,0,64,8,64,92609.8,0.691072,1447.03,80652.7,2186.1,9770.54,64,395008,2048,3.87627,11952.8,11956.6,64,64346.4,2606.15,2186.1,5.94978,18406,load50_split16_r0_client.log,load50_split16_r0_server.log
ok,50,20,0,64,8,64,3970.02,16.1208,62.0316,1484.97,1462.12,1022.59,64,395008,2048,4.73184,2479.98,2484.71,64,2357.45,123.027,1462.12,5.82698,18407,load50_split20_r0_client.log,load50_split20_r0_server.log
ok,80,8,0,64,8,64,92803.7,0.689628,1450.06,71528.5,2968.17,18306.6,64,395008,2048,3.30011,21271.4,21274.7,64,64886.3,4285.31,2968.17,6.96536,18408,load80_split8_r0_client.log,load80_split8_r0_server.log
