scenario,profile,full_local_ms,local_deadline_ms,request_deadline_ms,utilization
load_50,src/llama.cpp/exp12_algorithms/results/model_profile_measured_loss_smoke_20260502/profile_load_50.json,31.8804,32.356158,33.317232,"60:50,61:50,62:50,63:50,64:50,65:50,66:50,67:50"
